CoC_Number,CoC_Name,CoC_Category,Overall_Homeless,Sheltered_ES_Homeless,Sheltered_TH_Homeless,Sheltered_SH_Homeless,Sheltered_Total_Homeless,Unsheltered_Homeless,Homeless_Individuals,Sheltered_ES_Homeless_Individuals,Sheltered_TH_Homeless_Individuals,Sheltered_SH_Homeless_Individuals,Sheltered_Total_Homeless_Individuals,Unsheltered_Homeless_Individuals,Homeless_People_in_Families,Sheltered_ES_Homeless_People_in_Families,Sheltered_TH_Homeless_People_in_Families,Sheltered_Total_Homeless_People_in_Families,Unsheltered_Homeless_People_in_Families,Homeless_Family_Households,Sheltered_ES_Homeless_Family_Households,Sheltered_TH_Homeless_Family_Households,Sheltered_Total_Homeless_Family_Households,Unsheltered_Homeless_Family_Households,Chronically_Homeless,Sheltered_ES_Chronically_Homeless,Sheltered_SH_Chronically_Homeless,Sheltered_Total_Chronically_Homeless,Unsheltered_Chronically_Homeless,Chronically_Homeless_Individuals,Sheltered_ES_Chronically_Homeless_Individuals,Sheltered_SH_Chronically_Homeless_Individuals,Sheltered_Total_Chronically_Homeless_Individuals,Unsheltered_Chronically_Homeless_Individuals,Chronically_Homeless_People_in_Families,Sheltered_ES_Chronically_Homeless_People_in_Families,Sheltered_Total_Chronically_Homeless_People_in_Families,Unsheltered_Chronically_Homeless_People_in_Families,Homeless_Veterans,Sheltered_ES_Homeless_Veterans,Sheltered_TH_Homeless_Veterans,Sheltered_SH_Homeless_Veterans,Sheltered_Total_Homeless_Veterans,Unsheltered_Homeless_Veterans,Homeless_Unaccompanied_Youth_Under_25,Sheltered_ES_Homeless_Unaccompanied_Youth_Under_25,Sheltered_TH_Homeless_Unaccompanied_Youth_Under_25,Sheltered_SH_Homeless_Unaccompanied_Youth_Under_25,Sheltered_Total_Homeless_Unaccompanied_Youth_Under_25,Unsheltered_Homeless_Unaccompanied_Youth_Under_25,Homeless_Unaccompanied_Youth_Under_18,Sheltered_ES_Homeless_Unaccompanied_Youth_Under_18,Sheltered_TH_Homeless_Unaccompanied_Youth_Under_18,Sheltered_SH_Homeless_Unaccompanied_Youth_Under_18,Sheltered_Total_Homeless_Unaccompanied_Youth_Under_18,Unsheltered_Homeless_Unaccompanied_Youth_Under_18,Homeless_Unaccompanied_Youth_Age_18_24,Sheltered_ES_Homeless_Unaccompanied_Youth_Age_18_24,Sheltered_TH_Homeless_Unaccompanied_Youth_Age_18_24,Sheltered_SH_Homeless_Unaccompanied_Youth_Age_18_24,Sheltered_Total_Homeless_Unaccompanied_Youth_Age_18_24,Unsheltered_Homeless_Unaccompanied_Youth_Age_18_24,Homeless_Parenting_Youth_Under_25,Sheltered_ES_Homeless_Parenting_Youth_Under_25,Sheltered_TH_Homeless_Parenting_Youth_Under_25,Sheltered_Total_Homeless_Parenting_Youth_Under_25,Unsheltered_Homeless_Parenting_Youth_Under_25,Homeless_Parenting_Youth_Under_18,Sheltered_ES_Homeless_Parenting_Youth_Under_18,Sheltered_TH_Homeless_Parenting_Youth_Under_18,Sheltered_Total_Homeless_Parenting_Youth_Under_18,Unsheltered_Homeless_Parenting_Youth_Under_18,Homeless_Parenting_Youth_Age_18_24,Sheltered_ES_Homeless_Parenting_Youth_Age_18_24,Sheltered_TH_Homeless_Parenting_Youth_Age_18_24,Sheltered_Total_Homeless_Parenting_Youth_Age_18_24,Unsheltered_Homeless_Parenting_Youth_Age_18_24,Homeless_Children_of_Parenting_Youth,Sheltered_ES_Homeless_Children_of_Parenting_Youth,Sheltered_TH_Homeless_Children_of_Parenting_Youth,Sheltered_Total_Homeless_Children_of_Parenting_Youth,Unsheltered_Homeless_Children_of_Parenting_Youth,Count_Year
TN-501,Memphis/Shelby County CoC,Major Cities,1226,598,526,0,1124,102,878,505,271,0,776,102,348,93,255,348,0,109,34,75,109,0,87,79,0,79,8,87,79,0,79,8,0,0,0,0,231,98,120,0,218,13,70,42,22,0,64,6,34,18,16,0,34,0,36,24,6,0,30,6,9,4,5,9,0,0,0,0,0,0,9,4,5,9,0,14,10,4,14,0,2018
TN-501,Memphis/Shelby County CoC,,1426,708,639,0,1347,79,915,464,372,0,836,79,511,244,267,511,0,130,49,81,130,0,66,24,0,24,42,52,10,0,10,42,14,14,14,0,213,94,110,0,204,9,31,23,6,0,29,2,8,8,0,0,8,0,23,15,6,0,21,2,9,6,3,9,0,0,0,0,0,0,9,6,3,9,0,23,13,10,23,0,2017
TN-502,Knoxville/Knox County CoC,Suburban CoCs,743,336,221,0,557,186,674,301,205,0,506,168,69,35,16,51,18,25,13,6,19,6,177,54,0,54,123,162,51,0,51,111,15,3,3,12,66,25,41,0,66,0,85,14,16,0,30,55,5,1,0,0,1,4,80,13,16,0,29,51,4,2,1,3,1,0,0,0,0,0,4,2,1,3,1,4,1,2,3,1,2018
TN-502,Knoxville/Knox County CoC,,812,404,274,0,678,134,701,336,241,0,577,124,111,68,33,101,10,40,25,11,36,4,77,54,0,54,23,75,52,0,52,23,2,2,2,0,87,39,46,0,85,2,72,24,29,0,53,19,3,3,0,0,3,0,69,21,29,0,50,19,2,1,1,2,0,0,0,0,0,0,2,1,1,2,0,3,1,2,3,0,2017
TN-503,Central Tennessee CoC,Rural CoCs,268,148,96,0,244,24,185,73,92,0,165,20,83,75,4,79,4,30,26,2,28,2,46,36,0,36,10,20,10,0,10,10,26,26,26,0,38,6,29,0,35,3,58,13,40,0,53,5,1,0,0,0,0,1,57,13,40,0,53,4,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,0,2018
TN-503,Central Tennessee CoC,,285,133,127,0,260,25,201,57,119,0,176,25,84,76,8,84,0,26,24,2,26,0,45,40,0,40,5,25,20,0,20,5,20,20,20,0,55,15,37,0,52,3,42,8,33,0,41,1,0,0,0,0,0,0,42,8,33,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
TN-504,Nashville-Davidson County CoC,Major Cities,2298,1300,377,5,1682,616,2103,1147,335,5,1487,616,195,153,42,195,0,61,44,17,61,0,637,198,2,200,437,637,198,2,200,437,0,0,0,0,259,38,129,5,172,87,85,63,8,0,71,14,5,5,0,0,5,0,80,58,8,0,66,14,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,2018
TN-504,Nashville-Davidson County CoC,,2337,1390,308,0,1698,639,1990,1076,285,0,1361,629,347,314,23,337,10,82,70,10,80,2,617,219,0,219,398,598,210,0,210,388,19,9,9,10,223,78,106,0,184,39,114,74,12,0,86,28,6,6,0,0,6,0,108,68,12,0,80,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
TN-506,Upper Cumberland CoC,Rural CoCs,258,194,18,0,212,46,150,113,8,0,121,29,108,81,10,91,17,32,23,5,28,4,9,5,0,5,4,5,3,0,3,2,4,2,2,2,8,6,1,0,7,1,8,7,0,0,7,1,0,0,0,0,0,0,8,7,0,0,7,1,4,3,1,4,0,0,0,0,0,0,4,3,1,4,0,10,9,1,10,0,2018
TN-506,Upper Cumberland CoC,,252,165,3,0,168,84,157,96,3,0,99,58,95,69,0,69,26,30,23,0,23,7,25,20,0,20,5,17,12,0,12,5,8,8,8,0,15,10,1,0,11,4,16,9,1,0,10,6,1,0,0,0,0,1,15,9,1,0,10,5,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,0,2017
TN-507,Jackson/West Tennessee CoC,Rural CoCs,1026,80,36,6,122,904,606,52,27,6,85,521,420,28,9,37,383,115,9,4,13,102,72,0,6,6,66,37,0,6,6,31,35,0,0,35,5,1,0,1,2,3,52,0,0,0,0,52,0,0,0,0,0,0,52,0,0,0,0,52,15,1,2,3,12,0,0,0,0,0,15,1,2,3,12,34,1,3,4,30,2018
TN-507,Jackson/West Tennessee CoC,,1103,97,31,6,134,969,707,30,23,6,59,648,396,67,8,75,321,134,24,3,27,107,212,22,6,28,184,140,13,6,19,121,72,9,9,63,36,3,0,0,3,33,75,2,3,1,6,69,4,0,0,0,0,4,71,2,3,1,6,65,12,2,0,2,10,0,0,0,0,0,12,2,0,2,10,30,2,0,2,28,2017
TN-509,Appalachian Regional CoC,Rural CoCs,360,191,59,0,250,110,291,160,21,0,181,110,69,31,38,69,0,22,10,12,22,0,51,30,0,30,21,51,30,0,30,21,0,0,0,0,37,15,6,0,21,16,22,11,2,0,13,9,3,2,0,0,2,1,19,9,2,0,11,8,2,1,1,2,0,0,0,0,0,0,2,1,1,2,0,2,1,1,2,0,2018
TN-509,Appalachian Regional CoC,,450,231,74,0,305,145,342,187,35,0,222,120,108,44,39,83,25,35,15,12,27,8,73,24,0,24,49,64,21,0,21,43,9,3,3,6,43,10,24,0,34,9,11,4,1,0,5,6,0,0,0,0,0,0,11,4,1,0,5,6,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,5,5,0,5,0,2017
TN-510,Murfreesboro/Rutherford County CoC,Suburban CoCs,283,166,43,0,209,74,229,116,43,0,159,70,54,50,0,50,4,18,17,0,17,1,100,28,0,28,72,96,28,0,28,68,4,0,0,4,17,6,0,0,6,11,8,3,0,0,3,5,0,0,0,0,0,0,8,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
TN-510,Murfreesboro/Rutherford County CoC,,316,193,34,0,227,89,249,126,34,0,160,89,67,67,0,67,0,29,29,0,29,0,73,50,0,50,23,55,32,0,32,23,18,18,18,0,21,17,0,0,17,4,14,12,2,0,14,0,0,0,0,0,0,0,14,12,2,0,14,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,2017
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Rural CoCs,798,216,82,0,298,500,525,117,46,0,163,362,273,99,36,135,138,86,28,15,43,43,162,35,0,35,127,151,28,0,28,123,11,7,7,4,25,6,1,0,7,18,84,13,16,0,29,55,1,0,0,0,0,1,83,13,16,0,29,54,13,3,2,5,8,0,0,0,0,0,13,3,2,5,8,19,4,2,6,13,2018
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",,752,277,91,0,368,384,423,94,60,0,154,269,329,183,31,214,115,103,60,11,71,32,104,24,0,24,80,80,21,0,21,59,24,3,3,21,10,2,0,0,2,8,65,9,13,0,22,43,1,0,0,0,0,1,64,9,13,0,22,42,13,11,2,13,0,0,0,0,0,0,13,11,2,13,0,18,14,4,18,0,2017
TX-500,San Antonio/Bexar County CoC,Major Cities,3066,1311,402,0,1713,1353,2265,758,154,0,912,1353,801,553,248,801,0,232,165,67,232,0,479,225,0,225,254,470,216,0,216,254,9,9,9,0,228,79,89,0,168,60,162,36,24,0,60,102,0,0,0,0,0,0,162,36,24,0,60,102,37,28,9,37,0,0,0,0,0,0,37,28,9,37,0,49,40,9,49,0,2018
TX-500,San Antonio/Bexar County CoC,,2743,1030,611,0,1641,1102,1899,621,180,0,801,1098,844,409,431,840,4,242,110,131,241,1,651,100,0,100,551,646,95,0,95,551,5,5,5,0,228,82,72,0,154,74,127,32,31,0,63,64,0,0,0,0,0,0,127,32,31,0,63,64,32,7,25,32,0,0,0,0,0,0,32,7,25,32,0,66,17,49,66,0,2017
TX-503,Austin/Travis County CoC,Major Cities,2147,730,388,15,1133,1014,1595,514,58,15,587,1008,552,216,330,546,6,159,65,92,157,2,498,165,8,173,325,484,151,8,159,325,14,14,14,0,170,59,28,15,102,68,98,38,9,0,47,51,11,10,0,0,10,1,87,28,9,0,37,50,29,8,21,29,0,0,0,0,0,0,29,8,21,29,0,47,14,33,47,0,2018
TX-503,Austin/Travis County CoC,,2036,821,370,11,1202,834,1460,555,63,11,629,831,576,266,307,573,3,171,79,91,170,1,553,177,6,183,370,539,163,6,169,370,14,14,14,0,169,66,25,11,102,67,98,38,13,0,51,47,11,11,0,0,11,0,87,27,13,0,40,47,31,6,25,31,0,0,0,0,0,0,31,6,25,31,0,47,7,40,47,0,2017
TX-600,"Dallas City & County, Irving CoC",Major Cities,4121,1972,785,23,2780,1341,3187,1501,329,23,1853,1334,934,471,456,927,7,301,148,151,299,2,587,416,16,432,155,578,407,16,423,155,9,9,9,0,320,161,93,0,254,66,240,102,85,0,187,53,43,43,0,0,43,0,197,59,85,0,144,53,51,17,34,51,0,0,0,0,0,0,51,17,34,51,0,59,15,44,59,0,2018
TX-600,"Dallas City & County, Irving CoC",,3789,1897,786,19,2702,1087,2990,1433,466,19,1918,1072,799,464,320,784,15,258,145,108,253,5,542,422,14,436,106,511,391,14,405,106,31,31,31,0,358,149,148,0,297,61,237,83,85,0,168,69,46,38,8,0,46,0,191,45,77,0,122,69,48,16,32,48,0,5,0,5,5,0,43,16,27,43,0,78,31,47,78,0,2017
TX-601,"Fort Worth, Arlington/Tarrant County CoC",Major Cities,2015,1228,89,20,1337,678,1605,840,76,20,936,669,410,388,13,401,9,133,126,3,129,4,278,157,14,171,107,254,133,14,147,107,24,24,24,0,159,61,66,1,128,31,87,52,2,0,54,33,10,10,0,0,10,0,77,42,2,0,44,33,5,5,0,5,0,0,0,0,0,0,5,5,0,5,0,5,5,0,5,0,2018
TX-601,"Fort Worth, Arlington/Tarrant County CoC",,1941,1294,237,20,1551,390,1344,863,99,20,982,362,597,431,138,569,28,195,144,40,184,11,234,105,14,119,115,213,102,14,116,97,21,3,3,18,186,58,87,1,146,40,87,64,0,0,64,23,15,12,0,0,12,3,72,52,0,0,52,20,15,11,4,15,0,0,0,0,0,0,15,11,4,15,0,23,18,5,23,0,2017
TX-603,El Paso City & County CoC,Major Cities,892,518,197,0,715,177,572,330,65,0,395,177,320,188,132,320,0,98,57,41,98,0,151,126,0,126,25,103,78,0,78,25,48,48,48,0,81,43,15,0,58,23,65,38,6,0,44,21,9,8,1,0,9,0,56,30,5,0,35,21,15,10,5,15,0,1,1,0,1,0,14,9,5,14,0,39,23,16,39,0,2018
TX-603,El Paso City & County CoC,,1193,583,414,19,1016,177,691,396,99,19,514,177,502,187,315,502,0,149,56,93,149,0,96,58,13,71,25,85,47,13,60,25,11,11,11,0,90,33,33,1,67,23,75,33,21,0,54,21,2,2,0,0,2,0,73,31,21,0,52,21,10,4,6,10,0,0,0,0,0,0,10,4,6,10,0,34,13,21,34,0,2017
TX-604,Waco/McLennan County CoC,Rural CoCs,188,79,50,1,130,58,117,46,12,1,59,58,71,33,38,71,0,20,11,9,20,0,22,4,0,4,18,22,4,0,4,18,0,0,0,0,23,7,6,0,13,10,11,4,4,0,8,3,0,0,0,0,0,0,11,4,4,0,8,3,5,2,3,5,0,0,0,0,0,0,5,2,3,5,0,5,2,3,5,0,2018
TX-604,Waco/McLennan County CoC,,221,93,67,2,162,59,125,53,13,2,68,57,96,40,54,94,2,28,13,14,27,1,26,9,1,10,16,26,9,1,10,16,0,0,0,0,19,7,5,1,13,6,12,7,0,0,7,5,0,0,0,0,0,0,12,7,0,0,7,5,3,1,2,3,0,0,0,0,0,0,3,1,2,3,0,8,1,7,8,0,2017
TX-607,Texas Balance of State CoC,,7153,2617,966,0,3583,3570,4808,1479,186,0,1665,3143,2345,1138,780,1918,427,754,330,270,600,154,879,248,0,248,631,764,167,0,167,597,115,81,81,34,674,204,26,0,230,444,417,124,48,0,172,245,36,11,13,0,24,12,381,113,35,0,148,233,113,33,61,94,19,0,0,0,0,0,113,33,61,94,19,186,53,102,155,31,2017
TX-607,Texas Balance of State CoC,Rural CoCs,7638,2881,679,0,3560,4078,5767,1649,240,0,1889,3878,1871,1232,439,1671,200,566,374,140,514,52,644,135,0,135,509,638,129,0,129,509,6,6,6,0,451,135,9,0,144,307,443,129,31,0,160,283,31,12,2,0,14,17,412,117,29,0,146,266,67,45,16,61,6,10,6,0,6,4,57,39,16,55,2,114,76,30,106,8,2018
TX-611,Amarillo CoC,Other Urban CoCs,665,558,0,0,558,107,595,488,0,0,488,107,70,70,0,70,0,27,27,0,27,0,47,0,0,0,47,47,0,0,0,47,0,0,0,0,45,38,0,0,38,7,35,34,0,0,34,1,0,0,0,0,0,0,35,34,0,0,34,1,4,4,0,4,0,0,0,0,0,0,4,4,0,4,0,4,4,0,4,0,2018
TX-611,Amarillo CoC,,531,419,0,0,419,112,475,363,0,0,363,112,56,56,0,56,0,20,20,0,20,0,112,0,0,0,112,112,0,0,0,112,0,0,0,0,61,47,0,0,47,14,39,35,0,0,35,4,0,0,0,0,0,0,39,35,0,0,35,4,5,5,0,5,0,0,0,0,0,0,5,5,0,5,0,5,5,0,5,0,2017
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Rural CoCs,238,190,0,5,195,43,212,167,0,5,172,40,26,23,0,23,3,9,8,0,8,1,19,9,0,9,10,19,9,0,9,10,0,0,0,0,15,12,0,0,12,3,35,27,0,0,27,8,13,13,0,0,13,0,22,14,0,0,14,8,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,2,0,2018
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",,234,213,0,0,213,21,170,149,0,0,149,21,64,64,0,64,0,23,23,0,23,0,65,51,0,51,14,58,44,0,44,14,7,7,7,0,10,8,0,0,8,2,35,32,0,0,32,3,16,16,0,0,16,0,19,16,0,0,16,3,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,4,4,0,4,0,2017
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Major Cities,4143,1714,815,0,2529,1614,3162,928,620,0,1548,1614,981,786,195,981,0,340,261,79,340,0,669,233,0,233,436,644,208,0,208,436,25,25,25,0,443,93,132,0,225,218,202,96,36,0,132,70,2,2,0,0,2,0,200,94,36,0,130,70,17,15,2,17,0,0,0,0,0,0,17,15,2,17,0,25,23,2,25,0,2018
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",,3605,1489,988,0,2477,1128,2670,905,657,0,1562,1108,935,584,331,915,20,319,186,124,310,9,539,257,0,257,282,529,247,0,247,282,10,10,10,0,405,149,166,0,315,90,183,92,26,0,118,65,3,2,0,0,2,1,180,90,26,0,116,64,41,24,17,41,0,0,0,0,0,0,41,24,17,41,0,61,39,22,61,0,2017
TX-701,"Bryan, College Station/Brazos Valley CoC",Other Urban CoCs,197,126,0,0,126,71,122,78,0,0,78,44,75,48,0,48,27,32,21,0,21,11,10,6,0,6,4,10,6,0,6,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
TX-701,"Bryan, College Station/Brazos Valley CoC",,102,89,0,0,89,13,76,63,0,0,63,13,26,26,0,26,0,9,9,0,9,0,14,6,0,6,8,14,6,0,6,8,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
UT-500,Salt Lake City & County CoC,Suburban CoCs,1804,1356,312,0,1668,136,1184,851,197,0,1048,136,620,505,115,620,0,177,144,33,177,0,227,183,0,183,44,222,178,0,178,44,5,5,5,0,187,58,122,0,180,7,112,69,34,0,103,9,2,1,0,0,1,1,110,68,34,0,102,8,22,19,3,22,0,0,0,0,0,0,22,19,3,22,0,28,23,5,28,0,2018
UT-500,Salt Lake City & County CoC,,2047,1621,265,0,1886,161,1348,987,200,0,1187,161,699,634,65,699,0,198,180,18,198,0,143,112,0,112,31,121,90,0,90,31,22,22,22,0,177,72,98,0,170,7,110,55,33,0,88,22,6,4,2,0,6,0,104,51,31,0,82,22,28,24,4,28,0,1,1,0,1,0,27,23,4,27,0,33,26,7,33,0,2017
UT-503,Utah Balance of State CoC,Suburban CoCs,899,526,134,0,660,239,605,335,33,0,368,237,294,191,101,292,2,91,60,30,90,1,56,29,0,29,27,53,26,0,26,27,3,3,3,0,47,13,27,0,40,7,66,45,0,0,45,21,11,11,0,0,11,0,55,34,0,0,34,21,13,12,0,12,1,0,0,0,0,0,13,12,0,12,1,20,19,0,19,1,2018
UT-503,Utah Balance of State CoC,,634,477,81,0,558,76,416,309,31,0,340,76,218,168,50,218,0,68,51,17,68,0,34,25,0,25,9,34,25,0,25,9,0,0,0,0,40,11,22,0,33,7,57,48,4,0,52,5,22,18,4,0,22,0,35,30,0,0,30,5,8,8,0,8,0,0,0,0,0,0,8,8,0,8,0,11,11,0,11,0,2017
UT-504,Provo/Mountainland CoC,Suburban CoCs,173,64,64,0,128,45,115,38,32,0,70,45,58,26,32,58,0,19,9,10,19,0,23,7,0,7,16,23,7,0,7,16,0,0,0,0,5,1,1,0,2,3,13,9,0,0,9,4,5,5,0,0,5,0,8,4,0,0,4,4,3,2,1,3,0,0,0,0,0,0,3,2,1,3,0,4,2,2,4,0,2018
UT-504,Provo/Mountainland CoC,,171,67,63,0,130,41,118,47,30,0,77,41,53,20,33,53,0,15,6,9,15,0,8,4,0,4,4,8,4,0,4,4,0,0,0,0,3,0,0,0,0,3,13,5,1,0,6,7,1,1,0,0,1,0,12,4,1,0,5,7,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,2017
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Suburban CoCs,609,406,93,6,505,104,485,294,81,6,381,104,124,112,12,124,0,49,45,4,49,0,90,65,3,68,22,83,58,3,61,22,7,7,7,0,92,23,59,0,82,10,36,19,9,0,28,8,0,0,0,0,0,0,36,19,9,0,28,8,8,8,0,8,0,0,0,0,0,0,8,8,0,8,0,10,10,0,10,0,2018
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",,662,231,266,12,509,153,573,154,254,12,420,153,89,77,12,89,0,29,27,2,29,0,76,30,5,35,41,69,23,5,28,41,7,7,7,0,94,15,62,0,77,17,38,12,22,0,34,4,0,0,0,0,0,0,38,12,22,0,34,4,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,2017
VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",Suburban CoCs,773,597,96,0,693,80,562,439,43,0,482,80,211,158,53,211,0,66,48,18,66,0,90,78,0,78,12,75,63,0,63,12,15,15,15,0,77,64,5,0,69,8,26,23,1,0,24,2,0,0,0,0,0,0,26,23,1,0,24,2,19,12,7,19,0,0,0,0,0,0,19,12,7,19,0,34,23,11,34,0,2018
VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",,703,535,99,0,634,69,572,447,56,0,503,69,131,88,43,131,0,41,26,15,41,0,82,65,0,65,17,79,62,0,62,17,3,3,3,0,86,68,8,0,76,10,38,32,4,0,36,2,0,0,0,0,0,0,38,32,4,0,36,2,7,5,2,7,0,0,0,0,0,0,7,5,2,7,0,10,8,2,10,0,2017
VA-502,"Roanoke City & County, Salem CoC",Suburban CoCs,317,306,0,0,306,11,228,217,0,0,217,11,89,89,0,89,0,28,28,0,28,0,36,35,0,35,1,28,27,0,27,1,8,8,8,0,37,37,0,0,37,0,11,10,0,0,10,1,0,0,0,0,0,0,11,10,0,0,10,1,4,4,0,4,0,0,0,0,0,0,4,4,0,4,0,7,7,0,7,0,2018
VA-502,"Roanoke City & County, Salem CoC",,267,249,1,0,250,17,197,179,1,0,180,17,70,70,0,70,0,23,23,0,23,0,48,43,0,43,5,43,38,0,38,5,5,5,5,0,32,32,0,0,32,0,18,15,0,0,15,3,0,0,0,0,0,0,18,15,0,0,15,3,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,2017
VA-503,Virginia Beach CoC,Major Cities,243,162,9,0,171,72,198,126,9,0,135,63,45,36,0,36,9,14,12,0,12,2,40,30,0,30,10,40,30,0,30,10,0,0,0,0,33,15,9,0,24,9,23,18,0,0,18,5,8,8,0,0,8,0,15,10,0,0,10,5,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,5,5,0,5,0,2018
VA-503,Virginia Beach CoC,,349,174,97,0,271,78,238,140,22,0,162,76,111,34,75,109,2,34,12,21,33,1,62,27,0,27,35,60,27,0,27,33,2,0,0,2,38,9,19,0,28,10,34,22,2,0,24,10,12,12,0,0,12,0,22,10,2,0,12,10,7,3,4,7,0,0,0,0,0,0,7,3,4,7,0,13,5,8,13,0,2017
VA-504,Charlottesville CoC,Rural CoCs,183,134,21,0,155,28,142,114,0,0,114,28,41,20,21,41,0,11,7,4,11,0,41,28,0,28,13,41,28,0,28,13,0,0,0,0,14,9,0,0,9,5,9,8,0,0,8,1,0,0,0,0,0,0,9,8,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
VA-504,Charlottesville CoC,,160,115,22,0,137,23,119,96,0,0,96,23,41,19,22,41,0,11,6,5,11,0,55,37,0,37,18,50,32,0,32,18,5,5,5,0,9,4,0,0,4,5,8,4,0,0,4,4,0,0,0,0,0,0,8,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",Other Urban CoCs,439,293,76,0,369,70,316,214,32,0,246,70,123,79,44,123,0,41,26,15,41,0,63,50,0,50,13,55,42,0,42,13,8,8,8,0,58,36,16,0,52,6,22,18,0,0,18,4,0,0,0,0,0,0,22,18,0,0,18,4,4,3,1,4,0,0,0,0,0,0,4,3,1,4,0,5,3,2,5,0,2018
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",,512,335,74,23,432,80,352,222,27,23,272,80,160,113,47,160,0,45,30,15,45,0,75,39,11,50,25,72,36,11,47,25,3,3,3,0,68,39,20,1,60,8,18,14,0,0,14,4,0,0,0,0,0,0,18,14,0,0,14,4,3,2,1,3,0,0,0,0,0,0,3,2,1,3,0,5,3,2,5,0,2017
VA-507,Portsmouth CoC,Other Urban CoCs,135,81,26,0,107,28,84,43,13,0,56,28,51,38,13,51,0,21,16,5,21,0,13,6,0,6,7,13,6,0,6,7,0,0,0,0,12,7,1,0,8,4,3,2,1,0,3,0,0,0,0,0,0,0,3,2,1,0,3,0,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,4,4,0,4,0,2018
VA-507,Portsmouth CoC,,151,67,29,0,96,55,115,42,18,0,60,55,36,25,11,36,0,14,10,4,14,0,12,9,0,9,3,12,9,0,9,3,0,0,0,0,11,5,2,0,7,4,2,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
VA-508,Lynchburg CoC,Rural CoCs,112,92,0,0,92,20,84,64,0,0,64,20,28,28,0,28,0,9,9,0,9,0,8,2,0,2,6,8,2,0,2,6,0,0,0,0,10,8,0,0,8,2,18,14,0,0,14,4,0,0,0,0,0,0,18,14,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
VA-508,Lynchburg CoC,,125,94,6,0,100,25,92,61,6,0,67,25,33,33,0,33,0,10,10,0,10,0,27,17,0,17,10,27,17,0,17,10,0,0,0,0,9,8,0,0,8,1,7,3,0,0,3,4,0,0,0,0,0,0,7,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
VA-513,"Harrisburg, Winchester/Western Virginia CoC",Rural CoCs,304,260,16,0,276,28,217,176,16,0,192,25,87,84,0,84,3,26,25,0,25,1,42,42,0,42,0,24,24,0,24,0,18,18,18,0,15,9,3,0,12,3,7,7,0,0,7,0,0,0,0,0,0,0,7,7,0,0,7,0,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,0,2018
